,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,PA_flag,AB_flag,Is_Hit,SwungOn,ContactMade_Fair,ContactMade_Foul,BatterTeam,PitcherTeam
1468,SI,2022-07-10,96.3,-2.42,5.95,"Alcantara, Sandy",621512,645261,,called_strike,,,,,8.0,"Tomas Nido grounds into a double play, first baseman Garrett Cooper to shortstop Miguel Rojas.   Luis Guillorme out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,MIA,S,,,0,0,2022,-1.58,0.61,0.21,1.6,,,641645.0,1,3,Bot,,,,,607732,,,10.476552821193884,-139.8242285899472,-7.33182891892311,-23.081829122747344,29.677309444815258,-22.61801774204683,3.33,1.52,,,,95.8,2248.0,6.0,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.51,,,,,,,,18,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,231.0,0.0,-0.048,,,0.0,0,0,0,NYM,MIA
1469,FF,2022-07-10,96.6,-2.32,5.81,"Alcantara, Sandy",641645,645261,single,hit_into_play,,,,,11.0,Luis Guillorme singles on a line drive to left fielder Jon Berti.,R,L,R,NYM,MIA,X,7.0,line_drive,1,2,2022,-1.14,0.9,-1.12,3.82,,,,1,3,Bot,78.61,133.93,,,607732,,,5.74963674259845,-140.5924403754086,-1.745104222228897,-16.47002798490619,34.20197138566989,-20.038940771614087,3.19,1.51,155.0,88.2,10.0,95.7,2188.0,5.9,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.56,0.571,0.514,0.9,1.0,1.0,0.0,4.0,17,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,226.0,0.028,0.306,1.0,1.0,1.0,1,1,1,NYM,MIA
1470,SI,2022-07-10,97.8,-2.18,5.86,"Alcantara, Sandy",641645,645261,,ball,,,,,14.0,Luis Guillorme singles on a line drive to left fielder Jon Berti.,R,L,R,NYM,MIA,B,,,0,2,2022,-1.67,0.51,0.57,0.77,,,,1,3,Bot,,,,,607732,,,11.192905789691135,-141.6578487899692,-9.247564142117016,-25.175867288503984,34.90099579070812,-23.19536842843021,3.29,1.47,,,,96.7,2348.0,6.1,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.43,,,,,,,,17,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,225.0,0.0,0.011,,,0.0,0,0,0,NYM,MIA
1471,SL,2022-07-10,87.4,-2.04,5.89,"Alcantara, Sandy",641645,645261,,foul,,,,,9.0,Luis Guillorme singles on a line drive to left fielder Jon Berti.,R,L,R,NYM,MIA,S,,,0,1,2022,0.05,-0.09,0.77,1.57,,,,1,3,Bot,,,,,607732,,,6.600635525749954,-127.16923538736974,-4.125760064664971,-0.637367403352689,23.16357772896645,-32.55785489262225,3.19,1.51,,,,87.1,2362.0,5.8,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.66,,,,,,,,17,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,72.0,0.0,-0.031,,,0.0,1,0,1,NYM,MIA
1472,SL,2022-07-10,87.3,-2.42,5.96,"Alcantara, Sandy",641645,645261,,called_strike,,,,,1.0,Luis Guillorme singles on a line drive to left fielder Jon Berti.,R,L,R,NYM,MIA,S,,,0,0,2022,-0.01,0.28,-0.42,2.69,,,,1,3,Bot,,,,,607732,,,4.802663317012597,-127.18487635435062,-2.339915237224909,-1.0867557372873726,24.517527155367315,-28.88853978305208,3.19,1.5,,,,86.9,2317.0,5.8,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.66,,,,,,,,17,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,130.0,0.0,-0.024,,,0.0,0,0,0,NYM,MIA
1473,FF,2022-07-10,97.0,-2.28,5.86,"Alcantara, Sandy",500871,645261,field_out,hit_into_play,,,,,2.0,Eduardo Escobar flies out sharply to center fielder Jesus Sanchez.,R,L,R,NYM,MIA,X,8.0,fly_ball,1,1,2022,-1.38,1.02,0.1,2.79,,,,0,3,Bot,139.29,69.28,,,607732,,,9.463361976182494,-141.02230438444315,-5.003845949184028,-20.44914820315445,29.779725005931333,-17.594017176008368,3.09,1.44,324.0,105.1,44.0,96.9,2307.0,6.1,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.37,0.186,0.378,0.0,1.0,0.0,0.0,5.0,16,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,206.0,-0.025,-0.212,1.0,1.0,0.0,1,1,1,NYM,MIA
1474,FF,2022-07-10,96.3,-2.26,5.95,"Alcantara, Sandy",500871,645261,,ball,,,,,11.0,Eduardo Escobar flies out sharply to center fielder Jesus Sanchez.,R,L,R,NYM,MIA,B,,,0,1,2022,-0.97,1.25,-0.12,4.72,,,,0,3,Bot,,,,,607732,,,7.832191140976302,-140.1225211523443,-0.5598581491233932,-14.50765072283144,30.31616109900564,-15.708068963215746,3.3,1.61,,,,95.8,2149.0,5.9,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.6,,,,,,,,16,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,224.0,0.0,0.025,,,0.0,0,0,0,NYM,MIA
1475,FF,2022-07-10,96.2,-2.33,5.9,"Alcantara, Sandy",500871,645261,,called_strike,,,,,3.0,Eduardo Escobar flies out sharply to center fielder Jesus Sanchez.,R,L,R,NYM,MIA,S,,,0,0,2022,-1.19,1.14,0.39,2.95,,,,0,3,Bot,,,,,607732,,,9.82765261466491,-139.76580426670557,-4.794255106090715,-17.72764192106315,29.7275374226103,-16.31295474084547,3.29,1.53,,,,95.9,2208.0,6.1,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.41,,,,,,,,16,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,226.0,0.0,-0.034,,,0.0,0,0,0,NYM,MIA
1467,SI,2022-07-10,96.5,-2.45,5.9,"Alcantara, Sandy",621512,645261,grounded_into_double_play,hit_into_play,,,,,11.0,"Tomas Nido grounds into a double play, first baseman Garrett Cooper to shortstop Miguel Rojas.   Luis Guillorme out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,MIA,X,3.0,ground_ball,0,1,2022,-1.78,0.34,-1.59,2.44,,,641645.0,1,3,Bot,155.49,170.41,,,607732,,,6.292261215014793,-140.379873888039,-4.388960719008828,-24.94928163777977,31.01154591953779,-26.94359710833137,3.19,1.51,73.0,60.4,8.0,95.8,2264.0,5.9,662496,645261,607732,643265,621563,605119,500743,542932,660821,650559,54.63,0.186,0.167,0.0,1.0,0.0,0.0,2.0,18,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,231.0,-0.057,-0.323,1.0,1.0,0.0,1,1,1,NYM,MIA
1132,SI,2022-07-29,97.3,-2.12,6.04,"Alcantara, Sandy",641645,645261,,called_strike,,,,,5.0,Luis Guillorme called out on strikes.,R,L,R,MIA,NYM,S,,,0,0,2022,-1.25,0.91,0.1,2.58,596129.0,,,2,3,Top,,,,,607732,,,8.688649539486367,-141.24555455749183,-5.684162712798922,-18.839422794700624,37.085737467914974,-18.815099519483333,3.21,1.5,,,,95.2,2235.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.94,,,,,,,,28,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,231.0,0.0,-0.05,,,0.0,0,0,0,NYM,MIA
1131,SL,2022-07-29,89.2,-2.03,6.04,"Alcantara, Sandy",641645,645261,,called_strike,,,,,5.0,Luis Guillorme called out on strikes.,R,L,R,MIA,NYM,S,,,0,1,2022,0.28,0.35,-0.03,2.33,596129.0,,,2,3,Top,,,,,607732,,,4.285124975126776,-129.79454570084874,-3.763022212028418,2.1505403246397496,29.0957736587318,-27.63362497687061,3.21,1.5,,,,88.2,2369.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.69,,,,,,,,28,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,185.0,0.0,-0.084,,,0.0,0,0,0,NYM,MIA
1130,SL,2022-07-29,91.1,-2.14,6.01,"Alcantara, Sandy",641645,645261,,foul,,,,,6.0,Luis Guillorme called out on strikes.,R,L,R,MIA,NYM,S,,,0,2,2022,0.1,0.38,0.62,2.37,596129.0,,,2,3,Top,,,,,607732,,,6.62711911229242,-132.5010784360821,-3.971229807612695,-0.3279915728776835,30.27185677214308,-27.017662619249503,3.15,1.5,214.0,79.6,20.0,89.6,2413.0,5.5,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.97,,,,,,,,28,3,Slider,4,3,3,4,3,4,3,4,Standard,Standard,192.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
1129,CH,2022-07-29,91.7,-2.18,5.98,"Alcantara, Sandy",641645,645261,strikeout,called_strike,,,,,9.0,Luis Guillorme called out on strikes.,R,L,R,MIA,NYM,S,2.0,,0,2,2022,-1.48,0.09,0.57,1.78,596129.0,,,2,3,Top,,,,,607732,,,9.98993663554981,-133.02523689884023,-4.8079274192368135,-19.82655513640649,30.86664703089028,-30.213669308863263,3.21,1.5,,,,90.0,2105.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.89,,,0.0,1.0,0.0,0.0,,28,4,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,242.0,0.042,-0.224,1.0,1.0,0.0,0,0,0,NYM,MIA
1124,FF,2022-07-29,97.5,-1.95,5.98,"Alcantara, Sandy",516782,645261,,called_strike,,,,,14.0,Starling Marte homers (11) on a fly ball to center field.,R,R,R,MIA,NYM,S,,,0,0,2022,-1.24,1.11,0.96,1.81,,,,2,4,Top,,,,,607732,,,10.53037347550189,-141.3543697271798,-8.07536342027346,-19.151032559375896,36.01023943026704,-15.53591269636967,3.37,1.59,,,,96.0,2301.0,5.9,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.62,,,,,,,,36,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,232.0,0.0,-0.017,,,0.0,0,0,0,NYM,MIA
1127,SI,2022-07-29,96.1,-2.17,5.98,"Alcantara, Sandy",621512,645261,field_out,hit_into_play,,,,,5.0,Tomas Nido lines out to right fielder Avisail Garcia.,R,R,R,MIA,NYM,X,9.0,line_drive,1,0,2022,-1.5,0.53,-0.23,2.18,,,,0,4,Top,168.48,99.53,,,607732,,,8.462521556892266,-139.56788088890153,-5.581836569991759,-21.544453050029457,33.83034399328979,-24.09893516456229,3.15,1.5,270.0,96.7,17.0,95.0,2289.0,5.9,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.56,0.52,0.562,0.0,1.0,0.0,0.0,4.0,34,2,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,232.0,0.028,-0.255,1.0,1.0,0.0,1,1,1,NYM,MIA
1126,SL,2022-07-29,86.7,-2.06,6.09,"Alcantara, Sandy",607043,645261,,ball,,,,,11.0,Brandon Nimmo flies out to left fielder Bryan De La Cruz.,R,L,R,MIA,NYM,B,,,0,0,2022,0.24,-0.05,-0.91,2.86,,,,1,4,Top,,,,,607732,,,2.227926374683518,-126.30847902627389,-1.4271198910507057,2.150324901725265,25.13067573425281,-32.64688423363235,3.4,1.64,,,,85.4,2332.0,5.4,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,55.15,,,,,,,,35,1,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,86.0,0.0,0.023,,,0.0,0,0,0,NYM,MIA
1125,FF,2022-07-29,96.9,-1.96,5.95,"Alcantara, Sandy",607043,645261,field_out,hit_into_play,,,,,2.0,Brandon Nimmo flies out to left fielder Bryan De La Cruz.,R,L,R,MIA,NYM,X,7.0,fly_ball,1,0,2022,-1.14,1.18,0.06,3.37,,,,1,4,Top,67.51,87.33,,,607732,,,7.890864655673498,-140.77414202752897,-3.9144650919595287,-17.06523860736128,36.26628670301248,-15.896866669286757,3.35,1.64,313.0,89.6,30.0,95.1,2228.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.86,0.066,0.087,0.0,1.0,0.0,0.0,3.0,35,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,226.0,0.02,-0.178,1.0,1.0,0.0,1,1,1,NYM,MIA
1128,SI,2022-07-29,95.2,-2.24,5.98,"Alcantara, Sandy",621512,645261,,ball,,,,,13.0,Tomas Nido lines out to right fielder Avisail Garcia.,R,R,R,MIA,NYM,B,,,0,0,2022,-1.49,0.54,-0.43,0.77,,,,0,4,Top,,,,,607732,,,7.969003825110789,-138.16650439907318,-9.078040966039516,-20.859566194452377,33.308526150097315,-23.22702468359977,3.19,1.5,,,,93.7,2211.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.74,,,,,,,,34,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,233.0,0.0,0.033,,,0.0,0,0,0,NYM,MIA
1133,SL,2022-07-29,89.4,-2.18,5.93,"Alcantara, Sandy",592192,645261,field_out,hit_into_play,,,,,14.0,"Mark Canha grounds out, pitcher Sandy Alcantara to first baseman Lewin Diaz.",R,R,R,MIA,NYM,X,1.0,ground_ball,0,0,2022,0.18,0.31,0.94,2.14,596129.0,,,1,3,Top,127.48,178.97,,,607732,,,7.261092371088779,-130.03823749528138,-3.9219020298185447,0.3983284503889923,28.99286284608886,-27.949720329773,3.29,1.58,6.0,63.4,-18.0,88.5,2376.0,5.9,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.59,0.037,0.033,0.0,1.0,0.0,0.0,2.0,27,1,Slider,4,3,3,4,3,4,3,4,Strategic,Standard,193.0,0.07,-0.376,1.0,1.0,0.0,1,1,1,NYM,MIA
1144,CH,2022-07-29,90.3,-2.06,6.13,"Alcantara, Sandy",596129,645261,,foul,,,,,7.0,Daniel Vogelbach doubles (11) on a sharp line drive to right fielder Avisail Garcia.,R,L,R,MIA,NYM,S,,,1,0,2022,-1.53,0.36,-0.6,1.71,,,,0,3,Top,,,,,607732,,,6.773677575368588,-131.28562964121787,-5.687496682453288,-19.145576201637187,29.28739443056232,-27.00021861985976,3.27,1.61,2.0,60.0,-35.0,88.5,1886.0,5.4,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,55.14,,,,,,,,25,2,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,240.0,0.0,-0.043,,,0.0,1,0,1,NYM,MIA
1135,SL,2022-07-29,90.1,-2.0,6.02,"Alcantara, Sandy",643446,645261,,foul,,,,,9.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,S,,,2,2,2022,-0.15,0.24,0.72,1.62,,596129.0,,0,3,Top,,,,,607732,,,6.958510872868334,-130.93718541993618,-5.372451514328642,-3.32361149743181,29.132647628913727,-28.43295722548468,3.49,1.69,302.0,94.4,26.0,88.4,2339.0,5.4,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,55.09,,,,,,,,26,6,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,229.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
1136,SL,2022-07-29,91.4,-2.08,6.0,"Alcantara, Sandy",643446,645261,,foul,,,,,9.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,S,,,2,2,2022,-0.04,0.64,0.38,2.14,,596129.0,,0,3,Top,,,,,607732,,,6.21504923144147,-132.9678690861774,-5.214909327232004,-1.8439913400774155,28.05020396348424,-23.613793924264037,3.49,1.69,3.0,92.2,-35.0,90.7,2225.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.67,,,,,,,,26,5,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,194.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
1137,CH,2022-07-29,92.6,-2.05,6.04,"Alcantara, Sandy",643446,645261,,ball,,,,,14.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,B,,,1,2,2022,-1.56,0.51,0.66,0.54,,596129.0,,0,3,Top,,,,,607732,,,10.17358236499696,-134.20906736057938,-9.15958596892096,-21.12946294398748,31.19704231571161,-24.063992201380533,3.5,1.74,,,,91.0,2088.0,5.7,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.8,,,,,,,,26,4,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,242.0,0.0,0.045,,,0.0,0,0,0,NYM,MIA
1138,CH,2022-07-29,91.0,-2.06,6.01,"Alcantara, Sandy",643446,645261,,foul_tip,,,,,8.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,S,,,1,1,2022,-1.52,0.39,-0.24,1.86,,596129.0,,0,3,Top,,,,,607732,,,7.723539015352855,-132.23524138242863,-5.245177491932927,-19.531030079238487,30.278737942895884,-26.66218524772006,3.49,1.69,,,,89.7,2021.0,5.7,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.8,,,,,,,,26,3,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,237.0,0.0,-0.09,,,0.0,1,0,1,NYM,MIA
1139,CH,2022-07-29,91.0,-2.06,6.07,"Alcantara, Sandy",643446,645261,,called_strike,,,,,2.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,S,,,1,0,2022,-1.52,0.44,-0.23,3.06,,596129.0,,0,3,Top,,,,,607732,,,7.703023620781454,-132.30403286371592,-2.5491651488207028,-19.499605918799467,29.73097251468352,-26.608454996898622,3.57,1.85,,,,89.4,1990.0,5.5,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,55.01,,,,,,,,26,2,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,240.0,0.0,-0.063,,,0.0,0,0,0,NYM,MIA
1140,FF,2022-07-29,96.9,-2.25,6.0,"Alcantara, Sandy",643446,645261,,ball,,,,,11.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,B,,,0,0,2022,-0.81,1.13,-0.27,4.28,,596129.0,,0,3,Top,,,,,607732,,,7.035954318949239,-140.89342675207095,-1.577459387082338,-12.446174506399633,34.85259995297298,-17.012813508239812,3.6,1.84,,,,95.4,2087.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.85,,,,,,,,26,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,235.0,0.0,0.055,,,0.0,0,0,0,NYM,MIA
1141,SI,2022-07-29,97.8,-1.94,6.13,"Alcantara, Sandy",596129,645261,double,hit_into_play,,,,,1.0,Daniel Vogelbach doubles (11) on a sharp line drive to right fielder Avisail Garcia.,R,L,R,MIA,NYM,X,9.0,line_drive,2,2,2022,-1.29,0.65,-0.54,3.16,,,,0,3,Top,160.77,27.85,,,607732,,,6.6827687007729,-142.1561762304108,-3.946432460758645,-18.985249059022223,34.63987747010604,-22.633531007747447,3.27,1.61,379.0,110.9,19.0,96.7,2197.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.66,0.837,1.313,1.25,1.0,1.0,1.0,6.0,25,5,Sinker,4,3,3,4,3,4,3,4,Infield shift,Standard,230.0,-0.071,0.659,1.0,1.0,1.0,1,1,1,NYM,MIA
1142,CH,2022-07-29,91.2,-2.02,6.11,"Alcantara, Sandy",596129,645261,,foul,,,,,13.0,Daniel Vogelbach doubles (11) on a sharp line drive to right fielder Avisail Garcia.,R,L,R,MIA,NYM,S,,,2,1,2022,-1.52,0.67,-0.22,1.43,,,,0,3,Top,,,,,607732,,,7.634528779395381,-132.40355195385598,-7.135076424004978,-19.59007934222522,30.78229341247957,-22.918438946529747,3.27,1.61,212.0,87.7,60.0,89.3,1963.0,5.5,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,55.05,,,,,,,,25,4,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,234.0,0.0,-0.066,,,0.0,1,0,1,NYM,MIA
1143,FF,2022-07-29,96.5,-2.08,6.06,"Alcantara, Sandy",596129,645261,,ball,,,,,14.0,Daniel Vogelbach doubles (11) on a sharp line drive to right fielder Avisail Garcia.,R,L,R,MIA,NYM,B,,,1,1,2022,-1.16,1.26,1.21,2.0,,,,0,3,Top,,,,,607732,,,11.198352278552434,-139.81036489175466,-7.919266271420646,-17.879171739501256,34.37540251988485,-13.861995251560584,3.22,1.61,,,,94.6,2201.0,5.7,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.84,,,,,,,,25,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,235.0,0.0,0.049,,,0.0,0,0,0,NYM,MIA
1123,SL,2022-07-29,89.8,-1.86,6.03,"Alcantara, Sandy",516782,645261,,ball,,,,,14.0,Starling Marte homers (11) on a fly ball to center field.,R,R,R,MIA,NYM,B,,,0,1,2022,-0.01,0.18,1.44,1.1,,,,2,4,Top,,,,,607732,,,8.094306283358844,-130.52177183655144,-6.579011319839273,-1.698566820776212,25.850583484758943,-28.97901524998708,3.5,1.59,,,,89.2,2315.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.68,,,,,,,,36,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,226.0,0.0,0.011,,,0.0,0,0,0,NYM,MIA
1134,CH,2022-07-29,92.4,-2.16,6.07,"Alcantara, Sandy",643446,645261,field_out,hit_into_play,,,,,13.0,"Jeff McNeil grounds out, second baseman Luke Williams to first baseman Lewin Diaz.   Daniel Vogelbach to 3rd.",R,L,R,MIA,NYM,X,4.0,ground_ball,2,2,2022,-1.48,0.22,-1.05,2.03,,596129.0,,0,3,Top,145.62,163.35,,,607732,,,5.9776754909827154,-134.4282373239239,-4.871009925216587,-19.299224882507268,30.526507334483952,-28.642506342763763,3.49,1.69,3.0,79.7,-36.0,91.0,2110.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.95,0.074,0.069,0.0,1.0,0.0,0.0,2.0,26,7,Changeup,4,3,3,4,3,4,3,4,Infield shift,Standard,238.0,0.015,-0.208,1.0,1.0,0.0,1,1,1,NYM,MIA
1122,CH,2022-07-29,92.1,-1.97,6.02,"Alcantara, Sandy",516782,645261,,foul,,,,,13.0,Starling Marte homers (11) on a fly ball to center field.,R,R,R,MIA,NYM,S,,,1,1,2022,-1.45,0.0,-0.03,1.18,,,,2,4,Top,,,,,607732,,,7.984453149479216,-133.73921863734458,-6.352045970300225,-19.167848891716837,30.50225862687247,-30.88312076062639,3.43,1.59,2.0,50.3,-25.0,91.0,2059.0,5.9,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.62,,,,,,,,36,3,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,238.0,0.0,-0.023,,,0.0,1,0,1,NYM,MIA
1109,CH,2022-07-29,91.7,-1.98,5.96,"Alcantara, Sandy",624413,645261,,foul,,,,,8.0,"Pete Alonso grounds out, first baseman Lewin Diaz to pitcher Sandy Alcantara.",R,R,R,MIA,NYM,S,,,2,2,2022,-1.3,0.27,-0.27,1.89,,,,0,5,Top,,,,,607732,,,7.045165854213396,-133.26529484958266,-4.928456196050363,-16.99405079162626,30.247823829389542,-28.046042219172243,3.3,1.57,7.0,91.6,-16.0,90.7,1936.0,5.9,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.6,,,,,,,,42,7,Changeup,4,4,4,4,4,4,4,4,Infield shift,Standard,241.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
1120,FF,2022-07-29,97.8,-2.0,5.96,"Alcantara, Sandy",516782,645261,home_run,hit_into_play,,,,,3.0,Starling Marte homers (11) on a fly ball to center field.,R,R,R,MIA,NYM,X,,fly_ball,2,2,2022,-0.86,1.17,0.76,3.24,,,,2,4,Top,150.1,33.5,,,607732,,,9.26850713216878,-142.1011698333845,-4.440436634950808,-13.768141914641994,33.985533074752325,-15.447108938907943,3.43,1.59,413.0,106.6,22.0,96.3,2149.0,5.6,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.91,0.857,1.478,2.0,1.0,0.0,3.0,6.0,36,5,4-Seam Fastball,4,3,3,4,4,4,4,4,Standard,Standard,235.0,-0.131,1.015,1.0,1.0,1.0,1,1,1,NYM,MIA
1145,SI,2022-07-29,96.1,-1.98,6.1,"Alcantara, Sandy",596129,645261,,ball,,,,,11.0,Daniel Vogelbach doubles (11) on a sharp line drive to right fielder Avisail Garcia.,R,L,R,MIA,NYM,B,,,0,0,2022,-1.4,1.03,-1.29,2.65,,,,0,3,Top,,,,,607732,,,4.977076902208743,-139.8210702868471,-5.815253595619147,-19.530664175426203,32.92590229739514,-17.546897519270107,3.25,1.61,,,,95.0,2182.0,5.8,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.74,,,,,,,,25,1,Sinker,4,3,3,4,3,4,3,4,Infield shift,Standard,234.0,0.0,0.033,,,0.0,0,0,0,NYM,MIA
1098,SL,2022-07-29,89.5,-2.14,5.99,"Alcantara, Sandy",641645,645261,field_out,hit_into_play,,,,,4.0,Luis Guillorme lines out to center fielder JJ Bleday.,R,L,R,MIA,NYM,X,8.0,line_drive,0,0,2022,0.12,0.43,-0.31,2.44,596129.0,,643446.0,2,5,Top,126.68,67.54,,,607732,,,4.213276120810677,-130.20445072850987,-3.6113659774560407,0.4265676204615548,29.077579198719672,-26.741263140483227,3.15,1.5,327.0,92.3,24.0,88.4,2289.0,5.7,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.75,0.16,0.194,0.0,1.0,0.0,0.0,3.0,46,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,176.0,0.065,-0.48,1.0,1.0,0.0,1,1,1,NYM,MIA
1099,FF,2022-07-29,98.0,-2.12,5.96,"Alcantara, Sandy",592192,645261,strikeout,swinging_strike,,,,,11.0,Mark Canha strikes out swinging.,R,R,R,MIA,NYM,S,2.0,,1,2,2022,-1.13,1.29,-1.1,3.82,596129.0,,643446.0,1,5,Top,,,,,607732,,,5.288153487163466,-142.48018134307458,-3.1557946686495244,-16.598492591773514,38.250013567774765,-14.197129684775108,3.29,1.58,,,,96.3,2137.0,5.7,661372,645261,607732,650331,663897,621563,500743,650559,668709,541645,54.75,,,0.0,1.0,0.0,0.0,,45,4,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,235.0,0.088,-0.486,1.0,1.0,0.0,1,0,0,NYM,MIA
